article_id,title,content_type,published_at,url,views,likes,comments,favorites,earnings,earnings_per_1k_views,historical_batch,historical_source,historical_completeness,question_type,structure_used,primary_variable,first_screen_type,core_mechanism,result_layer,deep_review,historical_rule_status,evidence_level,status,sample_level,upgrade_reason,source,collected_at,notes
answer_2032551965536859426,现在普通人努力工作，真的能改变阶层、过上理想生活吗？,回答,发布于 04-28,https://www.zhihu.com/answer/2032551965536859426,46,2,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2031920655118151963,为什么有些人可以用5%的努力战胜别人的95%？,回答,发布于 04-26,https://www.zhihu.com/answer/2031920655118151963,70,1,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2031112293572940307,努力真的可以成功吗?,回答,发布于 04-24,https://www.zhihu.com/answer/2031112293572940307,26,1,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2031068072593896988,穷人为什么喜欢打工而不是创业呢？,回答,编辑于 04-24,https://www.zhihu.com/answer/2031068072593896988,61,2,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2031043465350468668,底层穷人为什么完不成原始资本积累？,回答,编辑于 07-19,https://www.zhihu.com/answer/2031043465350468668,16,0,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2031020673380905343,人一辈子，是努力重要还是运气重要？,回答,发布于 04-24,https://www.zhihu.com/answer/2031020673380905343,73,3,1,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2030703067474179564,努力可以改变命运嘛？,回答,发布于 04-23,https://www.zhihu.com/answer/2030703067474179564,8,0,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2030700555144798983,努力和吃苦能改变命运吗?,回答,编辑于 04-24,https://www.zhihu.com/answer/2030700555144798983,29,2,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2030107679599932685,为什么有些人稍微努力一点就成功了，有些人努力的一辈子都没成功，成功到底来源于什么?,回答,发布于 04-21,https://www.zhihu.com/answer/2030107679599932685,2,0,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
p_2030106915049575036,为什么很多人拼命努力，却一分钱没多赚？,文章,编辑于 04-21,https://zhuanlan.zhihu.com/p/2030106915049575036,3,0,0,0,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2029373249574774207,有哪些你看过三遍以上的电视剧，或者电影？,回答,发布于 04-19,https://www.zhihu.com/answer/2029373249574774207,49,2,0,1,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
p_2029370264471835284,刷了 3 遍这 4 部剧，我才明白：普通人逆袭，根本不靠努力，靠的是「道法术势」的闭环！,文章,编辑于 04-19,https://zhuanlan.zhihu.com/p/2029370264471835284,18,0,0,1,,,HIST-05,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2067141025638921938,提拔你当了部门负责人，第一件事该干啥？,回答,发布于 08-02,https://www.zhihu.com/answer/2067141025638921938,16,1,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：ZH-20260802-001；REVIEW_DAY补录
answer_2066924156592116539,职场中怎么改掉弱者气息？,回答,发布于 08-01,https://www.zhihu.com/answer/2066924156592116539,6,0,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：ZH-20260801-001；内容管理显示被折叠
answer_2066733997074523922,为什么老板明知你摸鱼却不拆穿？,回答,发布于 07-31,https://www.zhihu.com/answer/2066733997074523922,8,0,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：ZH-20260731-unknown_mofish；Trace BROKEN
answer_2066566025722832645,领导不声不响把你手里的任务拿走后，过了几个月，发现别人干不了，想还给你，你会怎么做呢？,回答,发布于 07-31,https://www.zhihu.com/answer/2066566025722832645,25,0,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：ZH-20260801-003；REVIEW_DAY补录
answer_2065858842207032462,领导布置任务故意模糊责任界限，作为底层员工，如何在谁都不得罪的提前下，保护好自己？,回答,发布于 07-29,https://www.zhihu.com/answer/2065858842207032462,61,1,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：zhihu-20260729-fuzzy-responsibility-boundary-001；LEGACY_RUN
answer_2065829100695113964,为什么工作中，很多高层领导明知道某位中层领导缺乏管理能力，但还是提拔了他当中层？,回答,发布于 07-29,https://www.zhihu.com/answer/2065829100695113964,20,0,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：zhihu-20260729-middle-manager-promotion-001；LEGACY_RUN
answer_2065823788911048364,公司高层明明不行，大老板为什么还不裁掉他们？,回答,发布于 07-29,https://www.zhihu.com/answer/2065823788911048364,242,4,0,2,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,Production ID：zhihu-20260729-senior-leader-not-fired-001；LEGACY_RUN
answer_2067364159130448284,领导提拔下属时，哪些人是会被提前PASS掉的？,回答,发布于 08-02,https://www.zhihu.com/answer/2067364159130448284,274,3,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,新采集未映射 Production ID
answer_2067298333178196355,作为一位空降的领导，如何才能迅速赢得团队的信任呢？,回答,发布于 08-02,https://www.zhihu.com/answer/2067298333178196355,27,0,0,2,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,新采集未映射 Production ID
answer_2067269682923676093,我朋友去面试，公司规模不大，他侧面了解这个岗位，年年都在招聘，根本留不住人，他犹豫到底要不要去上班？,回答,发布于 08-02,https://www.zhihu.com/answer/2067269682923676093,29,1,0,0,,,REVIEW-20260804,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-04T12:09:55+03:00,新采集未映射 Production ID
answer_2074171393848170265,领导说「你很有潜力」，到底是夸你还是在画饼？,回答,发布于昨天 11:29,https://www.zhihu.com/answer/2074171393848170265,40,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2074161499174655619,给大领导汇报工作，领导经常性抓到一个点就使劲往细节问，直到问答不上，该如何应对呢？这种现象正常吗？,回答,发布于昨天 10:50,https://www.zhihu.com/answer/2074161499174655619,44,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2074160600402473800,男老板是在试探吗？还是我想多了？,回答,发布于昨天 10:47,https://www.zhihu.com/answer/2074160600402473800,399,4,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073805620902376183,很多人能力很强，但是为什么当不了领导？很多能力差为什么当了领导？,回答,发布于 08-20,https://www.zhihu.com/answer/2073805620902376183,111,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073787181685019073,如果领导不重视你，还有必要继续为他出谋献策吗？,回答,发布于 08-20,https://www.zhihu.com/answer/2073787181685019073,345,1,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073435663085597749,为什么说在职场里就算和领导关系再好，也不要说心里话？,回答,发布于 08-19,https://www.zhihu.com/answer/2073435663085597749,95,2,0,3,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073432690196587901,为什么大领导看人都很准呢？,回答,发布于 08-19,https://www.zhihu.com/answer/2073432690196587901,378,2,0,3,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073427373660361384,上海2026社保基数下限调整为7546元/月，平均工资首次突破12500元大关，哪些信息值得关注？,回答,发布于 08-19,https://www.zhihu.com/answer/2073427373660361384,1037,10,2,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073425030852232498,在职场中为什么有很多「有能力」的人却不愿当领导？,回答,发布于 08-19,https://www.zhihu.com/answer/2073425030852232498,300,2,0,2,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073421967865206081,职场中只会埋头干活不会拍马屁、不会来事，是不是永远得不到提拔和加薪？,回答,发布于 08-19,https://www.zhihu.com/answer/2073421967865206081,39,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073175555583877483,什么性格的人适合当领导？,回答,发布于 08-18,https://www.zhihu.com/answer/2073175555583877483,1849,14,0,16,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073168934128334061,为什么年轻人越来越不愿意奉承领导了？,回答,发布于 08-18,https://www.zhihu.com/answer/2073168934128334061,107,0,0,1,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073162526121107666,体制内，为什么领导一眼就能看出你是老实人？,回答,发布于 08-18,https://www.zhihu.com/answer/2073162526121107666,2331,16,1,19,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073155311888867810,一个领导值不值得跟随要怎么判定？,回答,发布于 08-18,https://www.zhihu.com/answer/2073155311888867810,296,3,0,5,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2073136610447837103,为什么职场上会出现提拔一批，躺平一批？,回答,发布于 08-18,https://www.zhihu.com/answer/2073136610447837103,915,6,0,4,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2072707525909206856,为什么有的领导身边能吸引很多人才，而有的领导却留不住核心骨干？,回答,发布于 08-17,https://www.zhihu.com/answer/2072707525909206856,1349,12,0,10,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2072702916264310647,如何看待胖东来招聘刑释人员的公告被质疑处理不当？,回答,发布于 08-17,https://www.zhihu.com/answer/2072702916264310647,180,5,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2072700856256946489,于东来称胖东来首批刑释职工30人无一离职，如何评价这一招聘计划的实际效果？其他企业能效仿吗？,回答,发布于 08-17,https://www.zhihu.com/answer/2072700856256946489,333,4,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2072695242105660190,怎么看一个人有没有领导力？,回答,发布于 08-17,https://www.zhihu.com/answer/2072695242105660190,361,1,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2070259249234587810,为什么很多企业推行“扁平化管理”后，效率反而下降了？,回答,发布于 08-10,https://www.zhihu.com/answer/2070259249234587810,10,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
answer_2070241617638864496,上面本意是好的，只是下面人执行出错了。这句话有道理吗？,回答,发布于 08-10,https://www.zhihu.com/answer/2070241617638864496,6,0,0,0,,,REVIEW-20260822,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-22T11:32:55+03:00,2026-08-22 增量采集；Production ID 未映射
pin_2074580896850633938,备受瞩目 徽章佩戴留念，期待在知乎继续前行，探索无尽可能。,想法,发布于 19 小时前,https://www.zhihu.com/pin/2074580896850633938,30,0,0,,,,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；想法无收藏字段；转发0；Production ID 未映射
answer_2074546696017666697,胖东来被涨租逼走，为啥它不直接涨入驻商户的租金来平摊？这一权衡背后有啥考量吗？,回答,发布于 21 小时前,https://www.zhihu.com/answer/2074546696017666697,132,1,1,2,10,75.76,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；致知计划本期收益10盐粒；Production ID 未映射
answer_2074544374151697192,为什么很多年轻人在职场中渴望融洽的同事关系，却越来越倾向于远离群体活动？这种现象背后反映了什么？,回答,发布于 21 小时前,https://www.zhihu.com/answer/2074544374151697192,29,1,0,0,,,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益未列出,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；致知收益明细最近7天未列出；Production ID 未映射
answer_2074542713748321101,工作中发生紧急情况，领导正在午睡，要不要叫醒他？,回答,发布于 21 小时前,https://www.zhihu.com/answer/2074542713748321101,65,1,0,0,4,61.54,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；致知计划本期收益4盐粒；Production ID 未映射
answer_2074538946114089128,教授张丹丹称「灵活就业是一种福利」，如何看待这一观点？,回答,发布于 22 小时前,https://www.zhihu.com/answer/2074538946114089128,84,1,0,0,,,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益未列出,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；致知收益明细最近7天未列出；Production ID 未映射
answer_2074537453193519378,领导说「你能干就干，不能干就滚」，你咋回？,回答,发布于 22 小时前,https://www.zhihu.com/answer/2074537453193519378,140,2,0,1,,,REVIEW-20260823,知乎创作中心内容管理,阅读完整/收益未列出,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-23T10:08:01+03:00,2026-08-23 增量采集；致知收益明细最近7天未列出；Production ID 未映射
answer_2074892737510380763,认知水平高的人有什么特征？,回答,发布于 08-23,https://www.zhihu.com/answer/2074892737510380763,204,4,0,3,36,176.47,REVIEW-20260825,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-25T09:41:16+03:00,2026-08-25 增量采集；致知计划本期收益36盐粒；Production ID 未映射
answer_2074890614576105134,匿名举报同事后，整个部门被扣奖金并集体孤立我，我做错了吗？,回答,发布于 08-23,https://www.zhihu.com/answer/2074890614576105134,513,4,0,5,,,REVIEW-20260825,知乎创作中心内容管理,阅读完整/收益未列出,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-25T09:41:16+03:00,2026-08-25 增量采集；致知收益明细最近7天当前页未列出；Production ID 未映射
answer_2074886991645241672,为什么老一辈批判躺平，却对加班猝死视而不见？,回答,发布于 08-23,https://www.zhihu.com/answer/2074886991645241672,378,4,0,0,8,21.16,REVIEW-20260825,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-25T09:41:16+03:00,2026-08-25 增量采集；致知计划本期收益8盐粒；Production ID 未映射
answer_2074885270286217411,既为心腹，为什么反而会被领导批得最多、最狠？,回答,发布于 08-23,https://www.zhihu.com/answer/2074885270286217411,369,6,0,3,17,46.07,REVIEW-20260825,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-25T09:41:16+03:00,2026-08-25 增量采集；致知计划本期收益17盐粒；Production ID 未映射
answer_2074881863097884985,老板不敢放权，背后真正怕的是什么？,回答,发布于 08-23,https://www.zhihu.com/answer/2074881863097884985,183,1,0,1,21,114.75,REVIEW-20260825,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-25T09:41:16+03:00,2026-08-25 增量采集；致知计划本期收益21盐粒；Production ID 未映射
answer_2075634250565562668,老罗罗永浩看问题非常能看到本质，为什么创业总是不成功？,回答,发布于 08-25,https://www.zhihu.com/answer/2075634250565562668,254,1,0,2,16,62.99,REVIEW-20260830,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-30T11:10:21+03:00,2026-08-30 增量采集；致知计划本期收益16盐粒；Production ID 未映射
answer_2075628528083669533,冉莹颖为什么一定要创业？,回答,发布于 08-25,https://www.zhihu.com/answer/2075628528083669533,136,0,0,1,6,44.12,REVIEW-20260830,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-30T11:10:21+03:00,2026-08-30 增量采集；致知计划本期收益6盐粒；Production ID 未映射
answer_2075620088980444389,劳务派遣以后是否会占据主流？,回答,发布于 08-25,https://www.zhihu.com/answer/2075620088980444389,650,7,1,4,55,84.62,REVIEW-20260830,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-30T11:10:21+03:00,2026-08-30 增量采集；致知计划本期收益55盐粒；Production ID 未映射
answer_2075618885651510464,如果有一天，你的上级的上级，越过你的上级，直接向你安排一个很重要的事儿，你该怎么办？,回答,发布于 08-25,https://www.zhihu.com/answer/2075618885651510464,465,4,2,3,35,75.27,REVIEW-20260830,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-30T11:10:21+03:00,2026-08-30 增量采集；致知计划本期收益35盐粒；Production ID 未映射
answer_2075615517361161807,为什么领导的心腹很少有异性？,回答,发布于 08-25,https://www.zhihu.com/answer/2075615517361161807,1088,10,0,6,88,80.88,REVIEW-20260830,知乎创作中心内容管理,阅读完整/收益已采,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心内容管理,2026-08-30T11:10:21+03:00,2026-08-30 增量采集；致知计划本期收益88盐粒；Production ID 未映射
